geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Pop_diff
PUMA,2500100,63347.0,24337.0,23732.0,8175.0,7103.0,25371.0,20883.0,11322.0,5771.0,24354.0,20564.0,15486.0,2943.0,137289.0,63347,24322,23717,8191,7117,25346,20881,11322,5798,24341,20557,15482,2967,137157,0.0,-15.0,-15.0,16.0,14.0,-25.0,-2.0,0.0,27.0,-13.0,-7.0,-4.0,24.0,-132.0
PUMA,2500200,53938.0,18862.0,21350.0,7122.0,6604.0,19879.0,16629.0,10109.0,7321.0,19117.0,16691.0,15170.0,2960.0,129864.0,57834,19156,21735,7608,9335,20435,17383,11366,8650,19833,17977,16200,3824,146577,3896.0,294.0,385.0,486.0,2731.0,556.0,754.0,1257.0,1329.0,716.0,1286.0,1030.0,864.0,16713.0
PUMA,2500300,79304.0,28889.0,24466.0,11696.0,14253.0,35844.0,24843.0,11791.0,6826.0,28778.0,27589.0,18374.0,4563.0,196511.0,79304,28893,24455,11716,14240,35822,24830,11793,6859,28771,27587,18367,4579,196374,0.0,4.0,-11.0,20.0,-13.0,-22.0,-13.0,2.0,33.0,-7.0,-2.0,-7.0,16.0,-137.0
PUMA,2500301,55721.0,18970.0,22083.0,7617.0,7051.0,22672.0,17176.0,10636.0,5237.0,20952.0,18118.0,13846.0,2805.0,125769.0,55721,18971,22070,7625,7055,22648,17175,10647,5251,20952,18115,13829,2825,125724,0.0,1.0,-13.0,8.0,4.0,-24.0,-1.0,11.0,14.0,0.0,-3.0,-17.0,20.0,-45.0
PUMA,2500302,61650.0,19700.0,22291.0,8675.0,10984.0,16527.0,19876.0,14992.0,10255.0,18455.0,18642.0,19797.0,4756.0,142461.0,62256,19750,22338,8715,11453,16525,19912,15347,10472,18588,18842,19912,4914,145257,606.0,50.0,47.0,40.0,469.0,-2.0,36.0,355.0,217.0,133.0,200.0,115.0,158.0,2796.0
PUMA,2500303,58605.0,17637.0,21993.0,8550.0,10425.0,13315.0,16080.0,13356.0,15854.0,15151.0,20030.0,19383.0,4041.0,138912.0,58605,17624,21983,8552,10446,13280,16073,13358,15894,15143,20030,19382,4050,138890,0.0,-13.0,-10.0,2.0,21.0,-35.0,-7.0,2.0,40.0,-8.0,0.0,-1.0,9.0,-22.0
PUMA,2500304,79829.0,23281.0,32230.0,11408.0,12910.0,23181.0,24728.0,19320.0,12600.0,21835.0,27164.0,24601.0,6229.0,185308.0,81556,23461,32351,11521,14223,23263,24844,20173,13276,22213,27760,25016,6567,193295,1727.0,180.0,121.0,113.0,1313.0,82.0,116.0,853.0,676.0,378.0,596.0,415.0,338.0,7987.0
PUMA,2500400,45148.0,14107.0,17632.0,6451.0,6958.0,11497.0,13305.0,10525.0,9821.0,11913.0,15307.0,15273.0,2655.0,107550.0,48554,14452,18119,7109,8874,11933,13963,11502,11156,12877,16299,16201,3177,121308,3406.0,345.0,487.0,658.0,1916.0,436.0,658.0,977.0,1335.0,964.0,992.0,928.0,522.0,13758.0
PUMA,2500501,53573.0,15115.0,21012.0,8163.0,9283.0,11618.0,12979.0,12947.0,16029.0,14317.0,16537.0,18895.0,3824.0,124027.0,53573,15117,21012,8161,9283,11581,12966,12951,16075,14320,16540,18888,3825,124044,0.0,2.0,0.0,-2.0,0.0,-37.0,-13.0,4.0,46.0,3.0,3.0,-7.0,1.0,17.0
PUMA,2500502,42867.0,14200.0,14604.0,6518.0,7545.0,19009.0,12943.0,7344.0,3571.0,15847.0,13475.0,10725.0,2820.0,107232.0,42867,14205,14599,6519,7544,18995,12932,7364,3576,15846,13471,10724,2826,107157,0.0,5.0,-5.0,1.0,-1.0,-14.0,-11.0,20.0,5.0,-1.0,-4.0,-1.0,6.0,-75.0
PUMA,2500503,63893.0,19706.0,22484.0,10363.0,11340.0,15625.0,15597.0,14458.0,18213.0,15007.0,23073.0,21929.0,3884.0,152519.0,63893,19702,22476,10375,11340,15579,15578,14463,18273,15001,23074,21926,3892,152405,0.0,-4.0,-8.0,12.0,0.0,-46.0,-19.0,5.0,60.0,-6.0,1.0,-3.0,8.0,-114.0
PUMA,2500504,69151.0,22918.0,23180.0,11348.0,11705.0,20185.0,17567.0,14282.0,17117.0,15869.0,24628.0,22959.0,5695.0,167919.0,69151,22907,23177,11355,11712,20126,17559,14296,17170,15872,24624,22956,5699,167799,0.0,-11.0,-3.0,7.0,7.0,-59.0,-8.0,14.0,53.0,3.0,-4.0,-3.0,4.0,-120.0
PUMA,2500505,63011.0,19762.0,22556.0,10726.0,9967.0,13332.0,15281.0,16962.0,17436.0,14103.0,22656.0,22580.0,3672.0,140552.0,63011,19762,22551,10727,9971,13296,15257,16962,17496,14108,22652,22577,3674,140612,0.0,0.0,-5.0,1.0,4.0,-36.0,-24.0,0.0,60.0,5.0,-4.0,-3.0,2.0,60.0
PUMA,2500506,61443.0,19954.0,27818.0,8097.0,5574.0,11849.0,15304.0,12620.0,21670.0,12313.0,24030.0,21172.0,3928.0,145048.0,61443,19742,27783,8154,5764,11824,15279,12620,21720,12308,24038,21162,3935,138772,0.0,-212.0,-35.0,57.0,190.0,-25.0,-25.0,0.0,50.0,-5.0,8.0,-10.0,7.0,-6276.0
PUMA,2500507,64039.0,19464.0,27324.0,8786.0,8465.0,16415.0,21937.0,17055.0,8632.0,13137.0,21877.0,22743.0,6282.0,141022.0,64816,19521,27358,8826,9111,16429,21966,17453,8968,13261,22047,22905,6603,145152,777.0,57.0,34.0,40.0,646.0,14.0,29.0,398.0,336.0,124.0,170.0,162.0,321.0,4130.0
PUMA,2500508,59149.0,19360.0,22274.0,9016.0,8499.0,17825.0,16828.0,16172.0,8324.0,14962.0,20992.0,18819.0,4376.0,144197.0,59149,19359,22276,9009,8505,17786,16824,16179,8360,14964,20991,18818,4376,144118,0.0,-1.0,2.0,-7.0,6.0,-39.0,-4.0,7.0,36.0,2.0,-1.0,-1.0,0.0,-79.0
PUMA,2500701,89762.0,27609.0,31695.0,14179.0,16279.0,34849.0,26269.0,18070.0,10574.0,29534.0,28703.0,24349.0,7176.0,224295.0,89762,27611,31691,14177,16283,34806,26263,18100,10593,29535,28704,24345,7178,224221,0.0,2.0,-4.0,-2.0,4.0,-43.0,-6.0,30.0,19.0,1.0,1.0,-4.0,2.0,-74.0
PUMA,2500702,50644.0,15230.0,16878.0,7989.0,10547.0,10491.0,12398.0,12130.0,15625.0,12430.0,16674.0,17834.0,3706.0,122378.0,50644,15224,16873,7991,10556,10468,12380,12134,15662,12429,16674,17823,3718,122352,0.0,-6.0,-5.0,2.0,9.0,-23.0,-18.0,4.0,37.0,-1.0,0.0,-11.0,12.0,-26.0
