,block_id,taz_id
51341,250110411003000,5835
51394,250110411004000,5850
51424,250110412001000,5851
51452,250110412002000,5853
51467,250110412003000,5852
51479,250110413001000,5804
51491,250110413002000,5803
51504,250110413003000,5854
51516,250110413004000,5801
51535,250110413005000,5855
51563,250110414001000,5807
51585,250110414002000,5805
51846,250110406001000,5809
52090,250110407011000,5842
52160,250110407012000,5849
52200,250110407013000,5828
52240,250110407014000,5815
52270,250110407021000,5802
52299,250110407022000,5821
52440,250110407023000,5806
52490,250110407024000,5820
52602,250110406003000,5836
52803,250110403001000,5829
52927,250110403002000,5837
53033,250110405011000,5811
53077,250110405012000,5812
53115,250110405013000,5858
53141,250110405014000,5840
53187,250110405021000,5841
53219,250110405022000,5860
53297,250110405023000,5857
53480,250110415021000,5827
53594,250110415024000,5838
53650,250110406002000,5839
53782,250110408002000,5845
53801,250110408003000,5844
53833,250110408004000,5843
54026,250110404003000,5846
54165,250110408001000,5856
54279,250138132041000,5352
54303,250138132042000,5359
54333,250138132051000,5344
54385,250138132052000,5345
54405,250138132053000,5355
54453,250138132054000,5377
54491,250138132061000,5348
54522,250138132062000,5346
54549,250138132063000,5347
54575,250138132071000,5349
54620,250138132072000,5382
54652,250138132073000,5384
54669,250138132081000,5287
54694,250138132082000,5285
54719,250138132091000,5250
54775,250138132092000,5289
54798,250138132093000,5343
54860,250138130004000,5226
55031,250138138021000,5650
55185,250138138022000,5649
55239,250138130003000,5238
55388,250138106011000,5485
55422,250138106012000,5500
55503,250138106013000,5487
55535,250138106021000,5486
55642,250138107001000,5483
55695,250138107002000,5482
55717,250138107003000,5593
55737,250138107004000,5583
55763,250138107005000,5587
55780,250138108001000,5512
55809,250138108002000,5588
55838,250138108003000,5511
55882,250138109011000,5255
55942,250138109021000,5473
55963,250138109022000,5484
55973,250138109023000,5308
56034,250138109024000,5510
56046,250138110001000,5283
56056,250138110002000,5591
56067,250138110003000,5585
56102,250138110004000,5590
56122,250138110005000,5254
56146,250138111011000,5284
56168,250138111012000,5280
56217,250138111013000,5281
56235,250138111014000,5581
56253,250138111021000,5265
56270,250138111022000,5252
56298,250138111023000,5253
56362,250138111024000,5282
56383,250138112001000,5580
56423,250138112002000,5586
56449,250138112003000,5584
56469,250138112004000,5592
56504,250138113011000,5589
56528,250138113012000,5306
56551,250138113013000,5269
56599,250138113014000,5582
56624,250138113021000,5273
56712,250138113022000,5247
56740,250138113023000,5304
56770,250138113024000,5305
56798,250138113025000,5501
56827,250138134011000,5472
56850,250138134012000,5450
56874,250138134013000,5436
56930,250138134014000,5456
56955,250138134031000,5452
56993,250138134032000,5448
57020,250138134032027,5449
57028,250138134041000,5453
57061,250138134042000,5459
57077,250138134043000,5457
57130,250138130006000,5225
57239,250138135001000,5432
57256,250138135002000,5433
57276,250138135003000,5204
57314,250138135004000,5431
57340,250138138012000,5652
57406,250138138013000,5653
57472,250138114001000,5267
57513,250138114002000,5303
57528,250138115001000,5302
57559,250138115002000,5270
57607,250138116001000,5299
57612,250138116002000,5298
57618,250138116002006,5297
57654,250138116003000,5342
57660,250138116003006,5301
57666,250138116004000,5300
57677,250138117001000,5266
57699,250138117002000,5272
57725,250138117003000,5271
57745,250138118001000,5278
57758,250138118002000,5296
57766,250138118003000,5279
57776,250138118004000,5423
57787,250138118005000,5424
57800,250138119001000,5277
57879,250138119002000,5420
57904,250138119003000,5421
57937,250138120011000,5312
57949,250138120012000,5315
57959,250138120013000,5313
57984,250138120014000,5422
58002,250138120021000,5293
58033,250138120022000,5311
58046,250138120023000,5314
58063,250138120024000,5291
58082,250138121011000,5316
58103,250138121012000,5295
58150,250138121013000,5294
58172,250138121014000,5317
58235,250138121031000,5264
58262,250138121032000,5251
58338,250138121041000,5292
58341,250138121041003,5395
58364,250138121042000,5341
58370,250138121042006,5396
58387,250138121043000,5290
58403,250138121044000,5394
58416,250138133011000,5471
58479,250138133012000,5469
58558,250138133013000,5286
58628,250138133031000,5468
58684,250138133032000,5434
58723,250138133041000,5466
58759,250138133042000,5467
58786,250138133043000,5470
58813,250138104031000,5442
58846,250138104032000,5444
58869,250138104033000,5464
58889,250138104033020,5463
58902,250138104041000,5243
58926,250138104042000,5441
58947,250138104042021,5662
58965,250138104121000,5443
59025,250138104122000,5605
59058,250138104123000,5606
59101,250138104141000,5274
59171,250138104142000,5242
59213,250138104143000,5219
59272,250138137011000,5202
59322,250138137012000,5208
59368,250138137021000,5203
59400,250138137022000,5201
59454,250138137023000,5206
59479,250138137024000,5207
59491,250138137025000,5205
59511,250138130001000,5235
59558,250138101001000,5217
59618,250138101002000,5654
59651,250138101003000,5211
59675,250138101003024,5656
59701,250138101004000,5655
59725,250138102001000,5214
59748,250138102002000,5209
59797,250138102003000,5215
59827,250138103001000,5210
59862,250138103002000,5212
59905,250138103002043,5222
59929,250138130002000,5228
60043,250138131011000,5358
60106,250138131012000,5367
60142,250138131013000,5354
60210,250138131021000,5356
60237,250138131022000,5230
60267,250138001011000,5506
60291,250138001012000,5609
60325,250138001013000,5608
60360,250138001021000,5607
60392,250138001022000,5505
60408,250138001023000,5610
60424,250138002011000,5507
60447,250138002012000,5480
60487,250138002013000,5478
60503,250138002014000,5503
60522,250138002015000,5481
60564,250138002021000,5477
60655,250138003001000,5502
60702,250138003002000,5504
60718,250138003003000,5533
60733,250138003004000,5474
60757,250138004001000,5479
60783,250138004002000,5475
60805,250138004003000,5531
60818,250138004004000,5476
60826,250138004004008,5563
60842,250138004005000,5530
60857,250138005001000,5560
60870,250138005002000,5562
60879,250138005003000,5559
60910,250138006001000,5558
60929,250138006002000,5557
60937,250138006003000,5309
60957,250138007001000,5307
60976,250138007002000,5322
60993,250138008001000,5565
61006,250138008002000,5275
61068,250138009001000,5564
61069,250138009001001,5561
61086,250138009002000,5567
61096,250138009003000,5566
61102,250138009003006,5532
61116,250138011011000,5276
61146,250138011011030,5549
61219,250138011021000,5548
61234,250138011022000,5263
61246,250138012001000,5551
61251,250138012002000,5554
61263,250138012003000,5553
61277,250138013001000,5524
61293,250138013002000,5552
61302,250138013003000,5550
61322,250138013004000,5525
61347,250138014011000,5521
61423,250138014012000,5509
61432,250138014012009,5523
61448,250138014021000,5604
61464,250138014022000,5519
61487,250138015011000,5514
61513,250138015012000,5603
61530,250138015013000,5520
61553,250138015014000,5491
61639,250138015021000,5526
61663,250138015022000,5527
61679,250138015023000,5522
61696,250138015031000,5447
61725,250138015032000,5517
61775,250138015033000,5516
61795,250138016011000,5596
61830,250138016012000,5595
61846,250138016013000,5488
61866,250138016014000,5515
61894,250138016021000,5518
61937,250138016022000,5594
61961,250138016023000,5597
61988,250138016031000,5445
62014,250138016032000,5446
62066,250138016041000,5458
62121,250138016042000,5454
62151,250138016051000,5599
62194,250138016052000,5451
62227,250138016053000,5598
62250,250138017001000,5489
62275,250138017002000,5534
62284,250138017003000,5535
62294,250138017004000,5545
62309,250138017005000,5546
62322,250138017006000,5508
62332,250138018001000,5538
62356,250138018002000,5537
62365,250138018003000,5536
62384,250138018004000,5539
62397,250138018005000,5540
62406,250138019011000,5555
62420,250138019012000,5577
62428,250138019012008,5556
62461,250138019021000,5547
62474,250138019022000,5542
62489,250138019023000,5541
62496,250138020001000,5544
62501,250138020001005,5249
62542,250138020002000,5543
62547,250138021001000,5576
62559,250138021002000,5575
62572,250138021003000,5578
62587,250138021004000,5568
62604,250138021005000,5288
62696,250138021006000,5579
62715,250138022001000,5572
62726,250138022002000,5574
62735,250138022003000,5571
62744,250138023001000,5498
62755,250138023002000,5495
62774,250138023003000,5570
62790,250138023004000,5573
62799,250138023005000,5569
62810,250138024001000,5490
62833,250138024002000,5496
62854,250138024003000,5493
62876,250138024004000,5497
62890,250138025001000,5602
62903,250138025002000,5600
62926,250138025003000,5601
62941,250138025004000,5492
62970,250138025005000,5513
62995,250138025006000,5494
63015,250138026011000,5461
63027,250138026012000,5528
63051,250138026013000,5529
63064,250138026014000,5499
63082,250138026015000,5462
63102,250138026016000,5460
63119,250138026021000,5435
63179,250138130005000,5227
63265,250138138011000,5651
63372,250138125001000,5379
63390,250138125002000,5323
63488,250138125003000,5351
63517,250138125004000,5318
63556,250138125005000,5350
63640,250138126001000,5366
63665,250138126002000,5365
63690,250138126003000,5363
63749,250138126004000,5353
63778,250138127011000,5374
63797,250138127012000,5376
63816,250138127013000,5372
63834,250138127021000,5362
63865,250138127022000,5364
63898,250138127023000,5373
63926,250138128001000,5361
63949,250138128002000,5360
63986,250138128003000,5340
64065,250138128004000,5245
64108,250138129011000,5370
64149,250138129012000,5369
64185,250138129013000,5375
64201,250138129021000,5368
64214,250138129022000,5229
64281,250138129023000,5357
64315,250138129031000,5371
64323,250138122011000,5393
64326,250138122011003,5386
64355,250138122012000,5260
64385,250138122013000,5392
64465,250138122021000,5310
64528,250138122022000,5257
64566,250138122023000,5256
64614,250138123001000,5258
64695,250138123002000,5262
64716,250138123003000,5259
64732,250138123004000,5261
64755,250138124011000,5391
64761,250138124012000,5381
64830,250138124013000,5380
64850,250138124014000,5378
64893,250138124031000,5385
64903,250138124032000,5387
64921,250138124033000,5388
64946,250138124034000,5389
64959,250138124041000,5383
65010,250138124042000,5390
65037,250138136011000,5440
65074,250138136012000,5437
65103,250138136013000,5439
65121,250138136014000,5465
65147,250138136015000,5438
65173,250138136016000,5223
65199,250138136021000,5611
65229,250138136022000,5455
65281,250138136023000,5612
65332,250158203001000,5621
65392,250158203002000,5640
65431,250158203003000,5638
65439,250158203004000,5636
65460,250158203005000,5637
65475,250158204001000,5639
65507,250158204002000,5645
65524,250158205001000,5642
65537,250158205002000,5643
65556,250158205003000,5646
65583,250158205004000,5644
65596,250158205005000,5615
65618,250158205006000,5641
65641,250158206001000,5616
65660,250158207001000,5619
65692,250158207002000,5620
65712,250158207003000,5617
65746,250158208011000,5614
65795,250158208012000,5613
65833,250158208013000,5647
65861,250158208014000,5625
65870,250158208021000,5635
65877,250158202031000,5220
65941,250158202032000,5622
65995,250158202033000,5618
66044,250158202034000,5624
66086,250158202041000,5213
66139,250158202042000,5218
66230,250158226051000,5240
66344,250158227002000,5236
66459,250158223001000,5320
66532,250158223002000,5418
66563,250158223003000,5419
66579,250158223004000,5416
66608,250158224011000,5409
66646,250158224012000,5338
66676,250158224013000,5417
66695,250158224014000,5413
66729,250158224021000,5339
66769,250158224022000,5414
66796,250158224023000,5412
66817,250158224024000,5415
66838,250158226061000,5224
66961,250158209001000,5623
67002,250158209002000,5627
67030,250158209003000,5244
67074,250158209004000,5246
67117,250158214001000,5333
67161,250158214002000,5325
67189,250158214003000,5231
67248,250158214004000,5321
67367,250158215001000,5331
67404,250158215002000,5329
67449,250158215003000,5328
67518,250158226011000,5237
67603,250158226012000,5234
67648,250158227003043,5241
67699,250158216011000,5330
67726,250158216011027,5403
67755,250158216012000,5334
67822,250158216021000,5400
67854,250158216022000,5402
67877,250158216023000,5406
67886,250158216023009,5401
67924,250158217001000,5398
67953,250158217001029,5407
68040,250158217002000,5399
68057,250158217003000,5408
68069,250158219011000,5405
68100,250158219012000,5430
68116,250158219031000,5425
68158,250158219032000,5426
68161,250158219033000,5429
68187,250158219041000,5397
68213,250158219042000,5428
68244,250158220001000,5427
68267,250158222001000,5326
68340,250158222002000,5410
68372,250158222003000,5327
68444,250158202021000,5221
68524,250158227001000,5232
68617,250158225001000,5324
68655,250158225002000,5411
68686,250158225003000,5239
68733,250158225004000,5319
68785,250158210001000,5628
68800,250158210002000,5634
68819,250158210003000,5630
68848,250158210004000,5248
68874,250158211001000,5633
68917,250158211002000,5268
68949,250158211003000,5632
68980,250158211004000,5631
69017,250158211005000,5337
69023,250158212001000,5629
69046,250158213001000,5335
69089,250158213002000,5626
69119,250158213003000,5336
69158,250158201011000,5216
69274,250158201012000,5648
69343,250158201013000,5659
69373,250158201014000,5658
69405,250158201021000,5657
69431,250158201022000,5661
69454,250158201023000,5660
69492,250158226031000,5404
69571,250158226062000,5233
69626,250158226063000,5332
69796,250173631021000,1452
69802,250173631021006,1451
69809,250173631021013,1450
69829,250173631022002,1446
69843,250173631022016,1448
69879,250173631023017,1447
69918,250173631031005,1449
69968,250173631041000,1453
69970,250173631041002,1459
69976,250173631041008,1458
70080,250173631043000,1460
70128,250173631044008,1454
70137,250173632011000,1457
70152,250173632011015,1455
70268,250173632023000,1456
70305,250173561001000,890
70324,250173561003000,889
70347,250173563001000,895
70350,250173563001003,892
70419,250173563006006,896
70431,250173564001000,904
70452,250173564002006,905
70554,250173564006005,906
70597,250173565001005,907
70654,250173565003019,901
70663,250173565004000,903
70704,250173565006005,902
70733,250173566011006,900
70759,250173566012000,899
70764,250173566012005,898
70882,250173567011000,891
70911,250173567013000,894
70946,250173567016000,893
70994,250173567023002,897
71084,250173001001000,3276
71171,250173001002000,3293
71233,250173851001000,1593
71243,250173851001010,1595
71260,250173851002001,1592
71305,250173851002046,1594
71362,250173852011017,1596
71389,250173852021000,1597
71390,250173852021001,1598
71545,250173251001000,2213
71553,250173251001008,2214
71590,250173251001045,2218
71604,250173251002006,2215
71634,250173251003002,2217
71668,250173251003036,2216
71855,250173591001000,1422
71885,250173591002000,1426
71906,250173591002021,1427
71911,250173591002026,1428
71930,250173591003000,1423
71937,250173591003007,1425
71958,250173591004000,1419
71961,250173591004003,1420
72002,250173591004044,1421
72046,250173593002001,1430
72060,250173593003000,1429
72084,250173593004000,1424
72139,250173593005007,1431
72183,250173571001000,917
72186,250173571001003,918
72209,250173571002000,916
72279,250173572001000,909
72307,250173572003000,910
72335,250173573001000,908
72406,250173574001000,911
72452,250173574003012,913
72463,250173575002000,914
72480,250173576001001,912
72510,250173577001000,919
72511,250173577001001,920
72541,250173577002000,921
72553,250173577003002,915
72660,250173161011000,1401
72695,250173161012000,1402
72712,250173161012017,1403
72737,250173161012042,1400
72814,250173161022023,1398
72818,250173161022027,1399
72854,250173161024000,1404
72867,250173161024013,1396
72882,250173161024028,1395
72888,250173162011000,1389
72941,250173162012000,1390
72950,250173162012009,1391
73006,250173162021000,1388
73025,250173162021019,1387
73164,250173163002000,1393
73188,250173163002024,1392
73232,250173163005000,1394
73304,250173164001000,1411
73376,250173164004000,1409
73415,250173164005000,1410
73470,250173165001000,1408
73523,250173165002015,1406
73531,250173165002023,1405
73550,250173165003000,1407
73581,250173165004000,1413
73603,250173165004022,1412
73634,250173881001000,2199
73670,250173881001036,2200
73707,250173881002020,2198
73742,250173321001000,1386
73764,250173321002000,1385
73791,250173321002027,1384
73808,250173321003014,1381
73832,250173322001000,1383
73860,250173322001028,1367
73890,250173322002023,1376
73904,250173322002037,1375
73946,250173322004024,1366
73998,250173323002000,1382
74032,250173323004000,1380
74065,250173323005012,1368
74078,250173324001000,1377
74079,250173324001001,1378
74097,250173324001019,1374
74101,250173324001023,1379
74115,250173324002006,1365
74116,250173324002007,1364
74119,250173324002010,1373
74121,250173324002012,1371
74122,250173324002013,1372
74133,250173324002024,1370
74137,250173324002028,1369
74220,250173521011000,625
74250,250173521021000,626
74253,250173521021003,631
74256,250173521021006,632
74261,250173521021011,628
74269,250173521021019,627
74276,250173521022000,630
74289,250173522001000,629
74305,250173523001000,634
74312,250173523001007,633
74316,250173523001011,635
74328,250173523001023,638
74329,250173523002000,636
74340,250173523002011,637
74349,250173524001000,650
74358,250173524002002,639
74361,250173524002005,640
74364,250173524002008,652
74377,250173524002021,653
74386,250173525001000,651
74405,250173526001000,649
74417,250173526002000,648
74429,250173527001000,646
74446,250173527003000,661
74453,250173528002000,647
74463,250173529001001,662
74468,250173529002000,677
74473,250173529002005,676
74477,250173530001000,664
74479,250173530002000,663
74484,250173530002005,654
74488,250173530003000,665
74497,250173530004001,675
74502,250173546004012,725
74503,250173546004013,726
74508,250173547001000,717
74516,250173547001008,716
74528,250173547001020,703
74531,250173547002000,704
74542,250173548001000,719
74543,250173548001001,718
74553,250173548002000,721
74566,250173549001000,720
74579,250173549002001,722
74580,250173549002002,727
74595,250173549003014,728
74661,250173621001000,1445
74669,250173530004008,674
74680,250173531011003,656
74681,250173531011004,657
74686,250173531011009,658
74694,250173531012000,655
74718,250173531021000,644
74719,250173531021001,645
74730,250173531022000,643
74731,250173531022001,641
74732,250173531022002,642
74758,250173532001001,666
74763,250173532001006,659
74776,250173532002001,660
74778,250173532002003,667
74791,250173532003002,668
74846,250173534001002,670
74852,250173534001008,669
74871,250173535001000,672
74882,250173535002005,671
74888,250173536001000,678
74889,250173536001001,698
74891,250173536001003,697
74923,250173536005001,695
74927,250173536005005,696
74943,250173537002005,679
74944,250173537003000,691
74952,250173537004000,690
74956,250173537004004,689
74963,250173537005003,680
74965,250173537005005,681
74983,250173538004000,673
74987,250173539001001,682
74992,250173539001006,683
74998,250173539002003,684
75018,250173540001000,699
75027,250173540002000,702
75028,250173540002001,700
75030,250173540002003,694
75042,250173540003006,693
75044,250173540003008,692
75046,250173541001000,701
75048,250173541002000,710
75057,250173541002009,685
75062,250173541003000,708
75072,250173541004000,687
75074,250173541004002,686
75081,250173541004009,688
75088,250173542001000,709
75091,250173542001003,713
75096,250173542001008,714
75115,250173542002004,711
75121,250173542002010,712
75193,250173543001000,715
75207,250173543002000,707
75288,250173546001000,705
75303,250173546002000,706
75323,250173546004000,723
75324,250173546004001,724
75393,250173621002000,1444
75452,250173171011000,2133
75453,250173171011001,2134
75456,250173171011004,2135
75465,250173171011013,2140
75479,250173171011027,2136
75496,250173171012009,2137
75520,250173171013007,2139
75528,250173171013015,2138
75595,250173171021000,2129
75628,250173171021033,2132
75634,250173171021039,2142
75640,250173171021045,2131
75664,250173171021069,2130
75875,250173172011000,2145
75894,250173172011019,2147
75941,250173172021000,2141
75998,250173172031003,2143
76093,250173172033000,2144
76115,250173173011000,2146
76193,250173173021001,2148
76350,250173611001000,1441
76364,250173611001014,1433
76367,250173611001017,1435
76401,250173611002022,1437
76446,250173611004002,1436
76475,250173611005000,1434
76505,250173612001000,1442
76506,250173612001001,1440
76532,250173612001027,1439
76553,250173612002005,1438
76626,250173613001000,1432
76822,250173613005000,1443
76870,250173141011000,2161
76891,250173141011021,2157
76892,250173141011022,2160
76988,250173141021000,2159
77048,250173141022024,2158
77111,250173142001000,2154
77116,250173142001005,2156
77196,250173142003010,2155
77225,250173143011000,2153
77227,250173143011002,2152
77235,250173143011010,2149
77250,250173143012000,2150
77252,250173143012002,2151
77419,250173281001000,2174
77485,250173281002000,2173
77527,250173421011000,516
77537,250173421011010,512
77573,250173421021000,519
77732,250173421024001,517
77744,250173422011000,515
77770,250173422012002,514
77790,250173422021000,518
77836,250173423001000,511
77854,250173423003000,510
77855,250173423003001,508
77883,250173424001002,509
77912,250173424003000,503
77939,250173424004000,504
77954,250173424004015,502
78011,250173425001000,513
78029,250173425002001,507
78048,250173425003004,505
78067,250173426001000,506
78092,250173831011000,1575
78094,250173831011002,1576
78101,250173831011009,1578
78135,250173831021006,1577
78163,250173832001000,1589
78186,250173832002003,1588
78242,250173833001000,1571
78249,250173833001007,1587
78260,250173833001018,1573
78311,250173834001000,1574
78313,250173834001002,1572
78386,250173835011000,1569
78391,250173835011005,1570
78407,250173835012000,1568
78448,250173835021000,1567
78486,250173835022001,1566
78489,250173835022004,1565
78524,250173836001000,1556
78530,250173836001006,1557
78534,250173836001010,1558
78537,250173836001013,1559
78566,250173836001042,1562
78579,250173836002000,1560
78584,250173836002005,1561
78609,250173836003001,1563
78637,250173836003029,1564
78665,250173836004027,1553
78694,250173837001000,1555
78747,250173837003006,1552
78751,250173837003010,1554
78798,250173838001002,1550
78920,250173839013003,1580
78938,250173839014000,1551
78982,250173839016000,1579
79008,250173839021007,1582
79021,250173839021020,1581
79093,250173840011012,1583
79099,250173840011018,1585
79146,250173840021009,1584
79173,250173840022000,1586
79237,250173261011000,2209
79239,250173261011002,2206
79253,250173261011016,2211
79260,250173261011023,2212
79289,250173261012000,2207
79290,250173261012001,2205
79376,250173261021000,2210
79380,250173261021004,2208
79570,250173871001000,1604
79594,250173871001024,1605
79603,250173871002000,1606
79677,250173871004002,1601
79699,250173872011000,1599
79782,250173872013003,1600
79807,250173872021000,1602
79819,250173872022000,1603
79877,250173201021000,2295
79889,250173201021012,2296
79918,250173201022000,2297
80025,250173201031000,2300
80033,250173201031008,2301
80073,250173201031048,2299
80102,250173201041000,2298
80229,250173221001000,2257
80281,250173221002000,2254
80286,250173221002005,2256
80353,250173222001000,2255
80384,250173222001031,2251
80390,250173222001037,2250
80474,250173223001000,2249
80507,250173223002001,2248
80587,250173224001000,2253
80609,250173224002000,2252
80703,250173581001000,944
80719,250173581001016,943
80729,250173581002005,945
80777,250173581003022,940
80785,250173581004000,947
80819,250173583001010,942
80829,250173583001020,941
80904,250173584001000,951
80911,250173584001007,949
80930,250173584001026,948
80973,250173584003005,950
81010,250173584004018,955
81012,250173584004020,954
81067,250173585001013,952
81102,250173585003000,946
81133,250173586001000,953
81150,250173586002000,959
81160,250173586002010,958
81165,250173586002015,957
81170,250173586002020,956
81295,250173587001000,960
81395,250173601001000,1418
81404,250173601001009,1417
81452,250173602001010,1416
81544,250173602003008,1415
81553,250173602003017,1414
81639,250173241011000,2190
81645,250173241011006,2192
81663,250173241011024,2191
81669,250173241011030,2197
81702,250173241012000,2193
81801,250173241021000,2194
81837,250173241022003,2195
81889,250173241022055,2196
81990,250173101001000,2109
81991,250173101001001,2094
81992,250173101001002,2093
81996,250173101001006,2108
81997,250173101001007,2107
82035,250173101002005,2111
82041,250173101002011,2115
82045,250173101002015,2112
82059,250173101003000,2110
82079,250173101003020,2090
82098,250173102001000,2089
82106,250173102001008,2092
82134,250173102003000,2095
82215,250173103002000,2091
82230,250173103003000,2088
82331,250173105001000,2086
82340,250173105001009,2087
82358,250173105002000,2085
82388,250173106011000,2081
82415,250173106011027,2127
82416,250173106012000,2082
82437,250173106013005,2083
82453,250173106021004,2113
82454,250173106021005,2084
82565,250173107001004,2114
82645,250173112001000,2116
82666,250173112002000,2124
82693,250173113002000,2125
82723,250173114001004,2126
82766,250173114003001,2128
82809,250173115001000,2123
82852,250173116001002,2120
82891,250173116002000,2121
82925,250173116004000,2102
82928,250173116004003,2119
82989,250173117001000,2118
82996,250173117001007,2117
82997,250173117001008,2122
83089,250173119001004,2105
83091,250173119001006,2104
83104,250173119002000,2106
83161,250173120002020,2103
83218,250173122001006,2101
83396,250173123001000,2099
83397,250173123001001,2100
83600,250173124002004,2096
83650,250173125012000,2098
83676,250173125013009,2097
83835,250173411011000,546
83841,250173411011006,547
83854,250173411012000,549
83905,250173411021005,548
83961,250173412001000,544
83984,250173412002007,543
84010,250173412005000,545
84046,250173413001000,542
84067,250173413002000,524
84069,250173413002002,537
84071,250173413002004,540
84073,250173413002006,541
84080,250173413002013,527
84082,250173413002015,528
84099,250173413002032,526
84102,250173413002035,525
84111,250173413003000,539
84213,250173415003001,523
84236,250173416001000,536
84258,250173416003004,538
84324,250173417001000,533
84354,250173417003000,535
84386,250173418001000,534
84396,250173418002001,521
84412,250173418003000,522
84461,250173419011000,520
84536,250173419022000,529
84558,250173419023004,532
84576,250173419025000,530
84596,250173419026000,531
84601,250173211001000,2284
84623,250173211001022,2285
84641,250173211001040,2283
84657,250173211002002,2286
84699,250173212001003,2281
84700,250173212001004,2282
84730,250173212001034,2268
84742,250173212002000,2280
84776,250173213001000,2271
84791,250173213002000,2274
84801,250173213002010,2269
84808,250173213003006,2267
84847,250173213005000,2270
84893,250173214001000,2258
84913,250173214001020,2260
84925,250173214001032,2259
84952,250173214001059,2261
84955,250173214001062,2262
84958,250173214001065,2263
84982,250173214002000,2264
84990,250173214002008,2266
85018,250173214002036,2265
85032,250173215001000,2276
85061,250173215001029,2273
85092,250173215002000,2275
85129,250173216001000,2278
85138,250173216001009,2279
85169,250173216002001,2277
85183,250173216002015,2272
85246,250173641011000,1465
85249,250173641011003,1461
85261,250173641011015,1464
85282,250173641011036,1467
85297,250173641012000,1462
85365,250173641021000,1463
85390,250173641022000,1466
85551,250173391001000,571
85556,250173391001005,574
85567,250173391001016,570
85569,250173391001018,576
85609,250173391002022,569
85614,250173391003000,572
85638,250173391004000,573
85669,250173391004031,554
85718,250173392001018,578
85816,250173392004000,575
85874,250173393001008,577
85912,250173394001002,558
85923,250173394002000,557
85952,250173395001000,556
85965,250173395001013,555
86020,250173396001000,553
86052,250173396004002,550
86080,250173397001000,552
86105,250173397001025,551
86163,250173398011000,560
86175,250173398011012,559
86184,250173398011021,561
86194,250173398012000,562
86219,250173398021001,564
86222,250173398021004,566
86224,250173398021006,563
86230,250173398021012,565
86282,250173399001000,567
86299,250173399002000,568
86494,250173361001000,824
86523,250173361002009,819
86528,250173361003000,818
86543,250173361004000,825
86583,250173362001000,823
86599,250173362002002,822
86628,250173362004000,821
86635,250173362004007,820
86695,250173363001007,817
86771,250173363006017,816
86871,250173364013001,815
86952,250173821001000,1513
86968,250173821001016,1514
86984,250173821002000,1516
87023,250173821004001,1515
87056,250173822001000,1527
87089,250173822001033,1535
87090,250173822001034,1526
87152,250173822004016,1525
87161,250173823001000,1532
87180,250173823002000,1536
87181,250173823002001,1534
87189,250173823002009,1537
87304,250173824002000,1533
87326,250173824003005,1530
87363,250173825001005,1517
87380,250173825001022,1518
87383,250173825001025,1519
87403,250173825001045,1522
87427,250173825002006,1523
87430,250173825002009,1524
87440,250173825002019,1531
87496,250173825003041,1528
87513,250173826011000,1529
87561,250173826022000,1520
87577,250173826022016,1521
87633,250173731001000,999
87642,250173731001009,1013
87681,250173731003006,1021
87692,250173731003017,1014
87695,250173731004000,1000
87738,250173732001000,1002
87746,250173732001008,1001
87768,250173732003000,1003
87775,250173732003007,1004
87823,250173733002008,1005
87859,250173734001000,1022
87868,250173734001009,1020
87886,250173734002003,1023
87926,250173735002000,1015
88034,250173736001000,1017
88043,250173736001009,1038
88045,250173736001011,1039
88048,250173736001014,1040
88062,250173736001028,1041
88068,250173736002000,1016
88089,250173736003000,1018
88141,250173737001013,1019
88160,250173737002003,1024
88276,250173738001000,1035
88280,250173738001004,1037
88283,250173738001007,1036
88296,250173738001020,1042
88341,250173738003015,1043
88346,250173738004001,1034
88368,250173739001007,1048
88396,250173739002018,1051
88489,250173740002006,1047
88510,250173740002027,1049
88513,250173740002030,1050
88569,250173741001006,1044
88583,250173741001020,1046
88604,250173741002000,1045
88679,250173742002003,1033
88716,250173742003010,1032
88761,250173743002004,1031
88789,250173743002032,1030
88810,250173743003000,1029
88905,250173744003005,1025
88927,250173744004003,1027
88950,250173744005000,1026
88978,250173745001000,1008
88985,250173745001007,1010
89016,250173745002011,1006
89047,250173745003006,1007
89115,250173746002000,1009
89175,250173747001000,1011
89221,250173747001046,1012
89282,250173748001005,1028
89393,250173301001000,1278
89407,250173301002000,1277
89412,250173301002005,1280
89436,250173301002029,1279
89515,250173302001000,1281
89518,250173302001003,1282
89536,250173302001021,1283
89547,250173302002004,1284
89604,250173271011000,2229
89624,250173271011020,2228
89679,250173271021000,2230
89739,250173271023000,2231
89784,250173271031000,2232
89874,250173341001000,1271
89876,250173341001002,1266
89895,250173341001021,1265
89905,250173341002001,1267
89998,250173342001000,1269
90042,250173342003007,1268
90075,250173343001000,1275
90097,250173343002000,1270
90119,250173343003000,1276
90166,250173344001000,1274
90201,250173344002007,1273
90222,250173344003004,1272
90279,250173861001000,1591
90317,250173861001038,1590
90412,250173251005020,2233
90487,250173882002019,2234
90527,250173882002059,2235
90665,250173501031000,594
90668,250173501031003,595
90675,250173501031010,593
90676,250173501031011,592
90688,250173501032000,596
90712,250173501041001,599
90725,250173501041014,600
90734,250173501042001,597
90742,250173501042009,598
90752,250173501043003,591
90787,250173501044004,601
90800,250173502001000,602
90876,250173503002000,612
90879,250173503002003,603
90880,250173503002004,613
90898,250173504001000,621
90910,250173504002002,615
90946,250173505001000,619
90960,250173505002005,618
